,timestamp,open,high,low,close,volume,trades
0,"12/12/2021, 14:00:00",50510.05,50612.69,50164.69,50245.53,43848456.42,870.26
1,"12/12/2021, 15:00:00",50245.53,50580.81,50191.18,50297.24,44720756.2,887.06
2,"12/12/2021, 16:00:00",50297.24,50330.72,49916.97,49965.41,35081586.78,699.76
3,"12/12/2021, 17:00:00",49965.41,50353.6,49960.47,50321.15,40700396.31,811.43
4,"12/12/2021, 18:00:00",50321.15,50393.2,50003.64,50109.99,30908522.72,615.56
5,"12/12/2021, 19:00:00",50109.99,50215.42,49598.58,49664.21,51648312.93,1035.47
6,"12/12/2021, 20:00:00",49664.21,49664.3,48610.59,48617.47,112078605.73,2280.4
7,"12/12/2021, 21:00:00",48617.47,48905.89,48493.04,48816.93,55835251.36,1145.62
8,"12/12/2021, 22:00:00",48816.93,49105.5,48739.7,48903.46,36247872.19,741.14
9,"12/12/2021, 23:00:00",48903.46,49131.86,48802.07,49070.01,38518630.87,786.49
10,"12/13/2021, 00:00:00",49070.01,49357.04,48898.24,49274.71,41573732.3,846.23
11,"12/13/2021, 01:00:00",49274.71,49328.2,48922.95,48985.67,26666400.51,542.8
12,"12/13/2021, 02:00:00",48985.67,49016.87,48636.57,48776.56,56311791.36,1153.53
13,"12/13/2021, 03:00:00",48776.56,49200.66,48321.7,49068.56,105894192.57,2171.33
14,"12/13/2021, 04:00:00",49068.56,49068.56,48746.11,48908.99,37113044.17,759.12
15,"12/13/2021, 05:00:00",48908.99,48942.75,48560.13,48724.8,29412050.37,603.44
16,"12/13/2021, 06:00:00",48724.8,48939.38,48619.78,48884.46,31646974.06,648.48
17,"12/13/2021, 07:00:00",48884.46,49033.51,48574.15,48608.18,47657175.73,976.9
18,"12/13/2021, 08:00:00",48608.18,48663.75,48204.32,48469.12,81673579.94,1685.78
19,"12/13/2021, 09:00:00",48469.12,48469.12,47736.82,47962.52,150087779.09,3128.16
